"id","fqdn/ip","port","severity","finding","cve","cwe"
"intermediate_cert <#1>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","-----BEGIN CERTIFICATE-----\nMIIEXjCCA0agAwIBAgITB3MSTNQG0mfAmRzdKZqfODF5hTANBgkqhkiG9w0BAQsFADA5MQswCQYDVQQGEwJVUzEPMA0GA1UEChMGQW1hem9uMRkwFwYDVQQDExBBbWF6b24gUm9vdCBDQSAxMB4XDTIyMDgyMzIyMjYwNFoXDTMwMDgyMzIyMjYwNFowPDELMAkGA1UEBhMCVVMxDzANBgNVBAoTBkFtYXpvbjEcMBoGA1UEAxMTQW1hem9uIFJTQSAyMDQ4IE0wMzCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBALd/pVko8vuM475Tf45HV3BbCl/B9Jy89G1CRkFjcPY06WA9lS+7dWbUA7GtWUKoksr69hKMwcMsNpxlw7b3jeXFgxB09/nmalcAWtnLzF+LaDKEA5DQmvKzuh1nfIfqEiKCQSmXXh09Xs+dO7cm5qbaL2hhNJCSAejciwcvOFgFNgEMR42wm6KIFHsQW28jhA+1u/M0p6fVwReuEgZfLfdx82Px0LJck3lST3EB/JfbdsdOzzzg5YkY1dfuqf8y5fUeZ7CzWXbTjujwX/TovmeWKA36VLCz75azW6tDNuDn66FOpADZZ9omVaF6BqNJiLMVl6P3/c0OiUMC6Z5OfKcCAwEAAaOCAVowggFWMBIGA1UdEwEB/wQIMAYBAf8CAQAwDgYDVR0PAQH/BAQDAgGGMB0GA1UdJQQWMBQGCCsGAQUFBwMBBggrBgEFBQcDAjAdBgNVHQ4EFgQUVdkYX9IczAHhWLS+q9lVQgHXLgIwHwYDVR0jBBgwFoAUhBjMhTTsvAyUlC4IWZzHshBOCggwewYIKwYBBQUHAQEEbzBtMC8GCCsGAQUFBzABhiNodHRwOi8vb2NzcC5yb290Y2ExLmFtYXpvbnRydXN0LmNvbTA6BggrBgEFBQcwAoYuaHR0cDovL2NydC5yb290Y2ExLmFtYXpvbnRydXN0LmNvbS9yb290Y2ExLmNlcjA/BgNVHR8EODA2MDSgMqAwhi5odHRwOi8vY3JsLnJvb3RjYTEuYW1hem9udHJ1c3QuY29tL3Jvb3RjYTEuY3JsMBMGA1UdIAQMMAowCAYGZ4EMAQIBMA0GCSqGSIb3DQEBCwUAA4IBAQAGjeWm2cC+3z2MzSCnte46/7JZvj3iQZDY7EvODNdZF41n71Lrk9kbfNwerK0dVNzW36Wefr7j7ZSwBVg50W5ay65jNSN74TTQV1yt4WnSbVvN6KlMs1hiyOZdoHKsKDV2UGNxbdoBYCQNa2GYF8FQIWLugNp35aSOpMy6cFlymFQomIrnOQHwK1nvVY4qxDSJMU/gNJz17D8ArPN3ngnyZ2TwepJ0uBINz3G5te2rdFUF4i4Y3Bb7FUlHDYm4u8aIRGpk2ZpfXmxaoxnbIBZRvGLPSUuPwnwoUOMsJ8jirI5vs2dvchPb7MtI1rlei02f2ivH2vxkjDLltSpe2fiC\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","BF8A69027BCC8D2D42A6E6D25BDD4873F6A34B8F90EDF07E86C5D6916DA0B933","",""
"intermediate_cert_notBefore <#1>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","2022-08-23 22:26","",""
"intermediate_cert_notAfter <#1>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","2030-08-23 22:26","",""
"intermediate_cert_expiration <#1>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","Amazon RSA 2048 M03 <-- Amazon Root CA 1","",""
"intermediate_cert <#2>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","-----BEGIN CERTIFICATE-----\nMIIEkjCCA3qgAwIBAgITBn+USionzfP6wq4rAfkI7rnExjANBgkqhkiG9w0BAQsFADCBmDELMAkGA1UEBhMCVVMxEDAOBgNVBAgTB0FyaXpvbmExEzARBgNVBAcTClNjb3R0c2RhbGUxJTAjBgNVBAoTHFN0YXJmaWVsZCBUZWNobm9sb2dpZXMsIEluYy4xOzA5BgNVBAMTMlN0YXJmaWVsZCBTZXJ2aWNlcyBSb290IENlcnRpZmljYXRlIEF1dGhvcml0eSAtIEcyMB4XDTE1MDUyNTEyMDAwMFoXDTM3MTIzMTAxMDAwMFowOTELMAkGA1UEBhMCVVMxDzANBgNVBAoTBkFtYXpvbjEZMBcGA1UEAxMQQW1hem9uIFJvb3QgQ0EgMTCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBALJ4gHHKeNXjca9HgFB0fW7Y14h29Jlo91ghYPl0hAEvrAIthtOgQ3pOsqTQNroBvo3bSMgHFzZM9O6II8c+6zf1tRn4SWiw3te5djgdYZ6k/oI2peVKVuRF4fn9tBb6dNqcmzU5L/qwIFAGbHrQgLKm+a/sRxmPUDgH3KKHOVj4utWp+UhnMJbulHheb4mjUcAwhmahRWa6VOujw5H5SNz/0egwLX0tdHA114gk957EWW67c4cX8jJGKLhD+rcdqsq08p8kDi1L93FcXmn/6pUCyziKrlA4b9v7LWIbxcceVOF34GfID5yHI9Y/QCB/IIDEgEw+OyQmjgSubJrIqg0CAwEAAaOCATEwggEtMA8GA1UdEwEB/wQFMAMBAf8wDgYDVR0PAQH/BAQDAgGGMB0GA1UdDgQWBBSEGMyFNOy8DJSULghZnMeyEE4KCDAfBgNVHSMEGDAWgBScXwDfqgHXMCs4iKK4bUqc8hGRgzB4BggrBgEFBQcBAQRsMGowLgYIKwYBBQUHMAGGImh0dHA6Ly9vY3NwLnJvb3RnMi5hbWF6b250cnVzdC5jb20wOAYIKwYBBQUHMAKGLGh0dHA6Ly9jcnQucm9vdGcyLmFtYXpvbnRydXN0LmNvbS9yb290ZzIuY2VyMD0GA1UdHwQ2MDQwMqAwoC6GLGh0dHA6Ly9jcmwucm9vdGcyLmFtYXpvbnRydXN0LmNvbS9yb290ZzIuY3JsMBEGA1UdIAQKMAgwBgYEVR0gADANBgkqhkiG9w0BAQsFAAOCAQEAYjdCXLwQtT6LLOkMm2xF4gcAevnFWAu5CIw+7bMlPLVvUOTNNWqnkzSWMiGpSESrnO09tKpzbeR/FoCJbM8oAxiDR3mjEH4wW6w7sGDgd9QIpuEdfF7Au/maeyKdpwAJfqxGF4PcnCZXmTA5YpaP7dreqsXMGz7KQ2hsVxa81Q4gLv7/wmpdLqBKbRRYh5TmOTFffHPLkIhqhBGWJ6bt2YFGpn6jcgAKUj6DiAdjd4lpFw85hdKrCEVN0FE6/V1dN2RMfjCyVSRCnTawXZwXgWHxyvkQAiSr6w10kY17RSlQOYiypok1JR4UakcjMS9cmvqtmg5iUaQqqcT5NJ0hGA==\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#2>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","87DCD4DC74640A322CD205552506D1BE64F12596258096544986B4850BC72706","",""
"intermediate_cert_notBefore <#2>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","2015-05-25 12:00","",""
"intermediate_cert_notAfter <#2>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","2037-12-31 01:00","",""
"intermediate_cert_expiration <#2>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","Amazon Root CA 1 <-- Starfield Services Root Certificate Authority - G2","",""
"intermediate_cert <#3>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","-----BEGIN CERTIFICATE-----\nMIIEdTCCA12gAwIBAgIJAKcOSkw0grd/MA0GCSqGSIb3DQEBCwUAMGgxCzAJBgNVBAYTAlVTMSUwIwYDVQQKExxTdGFyZmllbGQgVGVjaG5vbG9naWVzLCBJbmMuMTIwMAYDVQQLEylTdGFyZmllbGQgQ2xhc3MgMiBDZXJ0aWZpY2F0aW9uIEF1dGhvcml0eTAeFw0wOTA5MDIwMDAwMDBaFw0zNDA2MjgxNzM5MTZaMIGYMQswCQYDVQQGEwJVUzEQMA4GA1UECBMHQXJpem9uYTETMBEGA1UEBxMKU2NvdHRzZGFsZTElMCMGA1UEChMcU3RhcmZpZWxkIFRlY2hub2xvZ2llcywgSW5jLjE7MDkGA1UEAxMyU3RhcmZpZWxkIFNlcnZpY2VzIFJvb3QgQ2VydGlmaWNhdGUgQXV0aG9yaXR5IC0gRzIwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQDVDDrEKvlO4vW+GZdfjohTsR8/y8+fIBNtKTrID30892t2OGPZNmCom15cAICyL1l/9of5JUOG52kbUpqQ4XHj2C0NTm/2yEnZtvMaVq4rtnQU68/7JuMauh2WLmo7WJSJR1b/JaCTcFOD2oR0FMNnngRoOt+OQFodSk7PQ5E751bWAHDLUu57fa4657wx+UX2wmDPE1kCK4DMNEffud6QZW0CzyyRpqbn3oUYSXxmTqM6bam17jQuug0DuDPfR+uxa40l2ZvOgdFFRjKWcIfeAg5JQ4W2bHO7ZOphQazJ1FTfhy/HIrImzJ9ZVGif/L4qL8RVHHVAYBeFAlU5i38FAgMBAAGjgfAwge0wDwYDVR0TAQH/BAUwAwEB/zAOBgNVHQ8BAf8EBAMCAYYwHQYDVR0OBBYEFJxfAN+qAdcwKziIorhtSpzyEZGDMB8GA1UdIwQYMBaAFL9ft9HO3R+G9FtVrNzXEMIOqYjnME8GCCsGAQUFBwEBBEMwQTAcBggrBgEFBQcwAYYQaHR0cDovL28uc3MyLnVzLzAhBggrBgEFBQcwAoYVaHR0cDovL3guc3MyLnVzL3guY2VyMCYGA1UdHwQfMB0wG6AZoBeGFWh0dHA6Ly9zLnNzMi51cy9yLmNybDARBgNVHSAECjAIMAYGBFUdIAAwDQYJKoZIhvcNAQELBQADggEBACMd44pXyn3pF3lM8R5V/cxTbj5HD9/GVfKyBDbtgB9TxF00KGu+x1X8Z+rLP3+QsjPNG1gQggL4+C/1E2DUBc7xgQjB3ad1l08YuW3e95ORCLp+QCztweq7dp4zBncdDQh/U90bZKuCJ/Fp1U1ervShw3WnWEQt8jxwmKy6abaVd38PMV4s/KCHOkdp8Hlf9BRUpJVeEXgSYCfOn8J3/yNTd126/+pZ59vPr5KW7ySaNRB6nJHGDn2Z9j8Z3/VyVOEVqQdZe4O/Ui5GjLIAZHYcSNPYeehuVsyuLAOQ1xk4meTKCRlb/weWsKh/NEnfVqn3sF/tM+2MR7cwA130A4w=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#3>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","28689B30E4C306AAB53B027B29E36AD6DD1DCF4B953994482CA84BDC1ECAC996","",""
"intermediate_cert_notBefore <#3>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","2009-09-02 00:00","",""
"intermediate_cert_notAfter <#3>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","2034-06-28 17:39","",""
"intermediate_cert_expiration <#3>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#3>","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","Starfield Services Root Certificate Authority - G2 <--","",""
"intermediate_cert_badOCSP","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","403 Forbidden ('/')","",""
"HTTP_clock_skew","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","0 seconds from localtime","",""
"HTTP_headerTime","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","1733154390","",""
"HSTS","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","LOW","not offered","",""
"HPKP","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","No Server banner line in header, interesting!","",""
"banner_application","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","No application banner found","",""
"cookie_count","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","0 at '/' (30x detected, better try target URL of 30x)","",""
"security_headers","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","MEDIUM","--","",""
"banner_reverseproxy","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","X-Cache: Error from cloudfrontVia: 1.1 3e6fa4c51c089225d6ff04ef2129ffa6.cloudfront.net (CloudFront)","","CWE-200"
"heartbleed","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable, no heartbeat extension","CVE-2014-0160","CWE-119"
"CCS","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","supported","","CWE-310"
"secure_client_renego","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","likely not vulnerable (timed out)","CVE-2011-1473","CWE-310"
"CRIME_TLS","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable, no gzip/deflate/compress/br HTTP compression  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://search.censys.io/search?resource=hosts&virtual_hosts=INCLUDE&q=5E5EE3A5E2963F3118C13F3EA06BCE86BC1553E61618024B7F38D6DB79C494F0","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"winshock","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_60","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_70","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_81","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_90","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_X","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_11","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-android_12","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_79_win10","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-chrome_101_win10","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_66_win81","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-firefox_100_win10","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-ie_6_xp","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","No connection","",""
"clientsimulation-ie_8_win7","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","No connection","",""
"clientsimulation-ie_8_xp","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","No connection","",""
"clientsimulation-ie_11_win7","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win81","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_winphone81","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.2 ECDHE-RSA-AES128-SHA256","",""
"clientsimulation-ie_11_win10","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_15_win10","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-edge_101_win10_21h2","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_121_ios_122","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_130_osx_10146","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-safari_154_osx_1231","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java_7u25","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","No connection","",""
"clientsimulation-java_8u161","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-java1102","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-java1703","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-go_1178","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-libressl_283","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_102e","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_110l","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-openssl_111d","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-openssl_303","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"clientsimulation-apple_mail_16_0","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-thunderbird_91_9","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","TLSv1.3 TLS_AES_128_GCM_SHA256","",""
"rating_spec","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","SSL Labs's 'SSL Server Rating Guide' (version 2009q from 2020-01-30)","",""
"rating_doc","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","https://github.com/ssllabs/research/wiki/SSL-Server-Rating-Guide","",""
"protocol_support_score","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","100","",""
"protocol_support_score_weighted","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","30","",""
"key_exchange_score","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","90","",""
"key_exchange_score_weighted","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","27","",""
"cipher_strength_score","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","90","",""
"cipher_strength_score_weighted","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","36","",""
"final_score","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","93","",""
"overall_grade","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","OK","A","",""
"grade_cap_reason_1","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.50","443","INFO","Grade capped to A. HSTS is not offered","",""
"service","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","INFO","HTTP","",""
"pre_128cipher","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","INFO","No 128 cipher limit bug","",""
"SSLv2","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","not offered","",""
"SSLv3","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","not offered","",""
"TLS1","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","INFO","not offered","",""
"TLS1_1","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","INFO","not offered","",""
"TLS1_2","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","offered","",""
"TLS1_3","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","offered with final","",""
"NPN","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","INFO","not offered","",""
"ALPN_HTTP2","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","h2","",""
"ALPN","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","INFO","http/1.1","",""
"cipherlist_NULL","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","not offered","","CWE-327"
"cipherlist_aNULL","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","not offered","","CWE-327"
"cipherlist_EXPORT","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","not offered","","CWE-327"
"cipherlist_LOW","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","not offered","","CWE-327"
"cipherlist_3DES_IDEA","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","INFO","not offered","","CWE-310"
"cipherlist_OBSOLETED","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","LOW","offered","","CWE-310"
"cipherlist_STRONG_NOFS","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","offered","",""
"cipherlist_STRONG_FS","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","offered","",""
"cipher_order-tls1_2","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","server","",""
"cipher-tls1_2_xc02f","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","TLSv1.2   xc02f   ECDHE-RSA-AES128-GCM-SHA256       ECDH 253   AESGCM      128      TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_xc027","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","LOW","TLSv1.2   xc027   ECDHE-RSA-AES128-SHA256           ECDH 253   AES         128      TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256","",""
"cipher-tls1_2_xc030","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","TLSv1.2   xc030   ECDHE-RSA-AES256-GCM-SHA384       ECDH 253   AESGCM      256      TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_xcca8","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","TLSv1.2   xcca8   ECDHE-RSA-CHACHA20-POLY1305       ECDH 253   ChaCha20    256      TLS_ECDHE_RSA_WITH_CHACHA20_POLY1305_SHA256","",""
"cipher-tls1_2_xc028","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","LOW","TLSv1.2   xc028   ECDHE-RSA-AES256-SHA384           ECDH 253   AES         256      TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384","",""
"cipher-tls1_2_x9c","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","TLSv1.2   x9c     AES128-GCM-SHA256                 RSA        AESGCM      128      TLS_RSA_WITH_AES_128_GCM_SHA256","",""
"cipher-tls1_2_x9d","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","OK","TLSv1.2   x9d     AES256-GCM-SHA384                 RSA        AESGCM      256      TLS_RSA_WITH_AES_256_GCM_SHA384","",""
"cipher-tls1_2_x3c","eretail-deployment-api.ops.deploy.inmar.com/3.168.40.83","443","LOW","TLSv1.2   x3c     AES128-SHA256                     RSA        AES         128      TLS_RSA_WITH_AES_128_CBC_SHA256","",""
